Time,Mean_Minutes,CI_Lower,CI_Upper
21:20,87.09375,86.70652721934933,87.48097278065067
21:30,87.09375,86.79713544956078,87.39036455043922
21:40,87.15625,86.86291759263648,87.44958240736352
21:50,86.875,86.57332858080142,87.17667141919858
22:00,86.84375,86.55041759263648,87.13708240736352
22:10,86.84375,86.55041759263648,87.13708240736352
22:20,86.84375,86.45903557145299,87.22846442854701
22:30,86.84375,86.42068282248141,87.26681717751859
22:40,86.6875,86.12098422707948,87.25401577292052
22:50,86.8125,86.31126784884164,87.31373215115836
23:00,86.40625,85.8576407337493,86.9548592662507
23:10,86.28125,85.63313428359217,86.92936571640783
23:20,85.96875,85.31320790869866,86.62429209130134
23:30,86.21875,85.57362877014496,86.86387122985504
23:40,86.34375,85.78292368172116,86.90457631827884
23:50,87.0625,86.54231102224226,87.58268897775774
