Date and Time,Travel Time,Travel Minutes,State
2024-11-06 13:40:00,1 hour 34 mins,94,Medium
2024-11-06 13:50:00,1 hour 34 mins,94,Medium
2024-11-06 14:00:00,1 hour 34 mins,94,Medium
2024-11-06 14:10:00,1 hour 35 mins,95,Medium
2024-11-06 14:20:00,1 hour 35 mins,95,Medium
2024-11-06 14:30:00,1 hour 37 mins,97,Medium
2024-11-06 14:40:00,1 hour 40 mins,100,Medium
2024-11-06 14:50:00,1 hour 40 mins,100,Medium
2024-11-06 15:00:00,1 hour 41 mins,101,Medium
2024-11-06 15:10:00,1 hour 42 mins,102,High
2024-11-06 15:20:00,1 hour 42 mins,102,High
2024-11-06 15:30:00,1 hour 41 mins,101,Medium
2024-11-06 15:40:00,1 hour 41 mins,101,Medium
2024-11-06 15:50:00,1 hour 41 mins,101,Medium
2024-11-06 16:00:00,1 hour 41 mins,101,Medium
2024-11-06 16:10:00,1 hour 40 mins,100,Medium
2024-11-06 16:20:00,1 hour 38 mins,98,Medium
2024-11-06 16:30:00,1 hour 37 mins,97,Medium
2024-11-06 16:40:00,1 hour 35 mins,95,Medium
2024-11-06 16:50:00,1 hour 35 mins,95,Medium
2024-11-06 17:00:00,1 hour 33 mins,93,Medium
2024-11-06 17:10:00,1 hour 32 mins,92,Low
2024-11-06 17:20:00,1 hour 32 mins,92,Low
2024-11-06 17:30:00,1 hour 31 mins,91,Low
2024-11-06 17:40:00,1 hour 31 mins,91,Low
2024-11-06 17:50:00,1 hour 30 mins,90,Low
2024-11-06 18:00:00,1 hour 30 mins,90,Low
2024-11-06 18:10:00,1 hour 30 mins,90,Low
2024-11-06 18:20:00,1 hour 30 mins,90,Low
2024-11-06 18:30:00,1 hour 29 mins,89,Low
2024-11-06 18:40:00,1 hour 29 mins,89,Low
2024-11-06 18:50:00,1 hour 29 mins,89,Low
2024-11-06 19:00:00,1 hour 29 mins,89,Low
2024-11-06 19:10:00,1 hour 29 mins,89,Low
2024-11-06 19:20:00,1 hour 30 mins,90,Low
2024-11-06 19:30:00,1 hour 30 mins,90,Low
2024-11-06 19:40:00,1 hour 30 mins,90,Low
2024-11-06 19:50:00,1 hour 30 mins,90,Low
2024-11-06 20:00:00,1 hour 30 mins,90,Low
2024-11-06 20:10:00,1 hour 29 mins,89,Low
2024-11-06 20:20:00,1 hour 29 mins,89,Low
2024-11-06 20:30:00,1 hour 29 mins,89,Low
2024-11-06 20:40:00,1 hour 29 mins,89,Low
2024-11-06 20:50:00,1 hour 28 mins,88,Low
2024-11-06 21:00:00,1 hour 28 mins,88,Low
2024-11-06 21:10:00,1 hour 28 mins,88,Low
2024-11-06 21:20:00,1 hour 28 mins,88,Low
2024-11-06 21:30:00,1 hour 28 mins,88,Low
2024-11-06 21:40:00,1 hour 27 mins,87,Low
2024-11-06 21:50:00,1 hour 27 mins,87,Low
2024-11-06 22:00:00,1 hour 27 mins,87,Low
2024-11-06 22:10:00,1 hour 27 mins,87,Low
2024-11-06 22:20:00,1 hour 28 mins,88,Low
2024-11-06 22:30:00,1 hour 27 mins,87,Low
2024-11-06 22:40:00,1 hour 28 mins,88,Low
2024-11-06 22:50:00,1 hour 29 mins,89,Low
2024-11-06 23:00:00,1 hour 28 mins,88,Low
2024-11-06 23:10:00,1 hour 27 mins,87,Low
2024-11-06 23:20:00,1 hour 28 mins,88,Low
2024-11-06 23:30:00,1 hour 29 mins,89,Low
2024-11-06 23:40:00,1 hour 29 mins,89,Low
2024-11-06 23:50:00,1 hour 29 mins,89,Low
2024-11-07 00:00:00,1 hour 29 mins,89,Low
