Date and Time,Travel Time,Travel Minutes,State
2024-11-23 15:20:00,1 hour 30 mins,90,Medium
2024-11-23 15:30:00,1 hour 30 mins,90,Medium
2024-11-23 15:40:00,1 hour 30 mins,90,Medium
2024-11-23 15:50:00,1 hour 30 mins,90,Medium
2024-11-23 16:00:00,1 hour 30 mins,90,Medium
2024-11-23 16:10:00,1 hour 30 mins,90,Medium
2024-11-23 16:20:00,1 hour 30 mins,90,Medium
2024-11-23 16:30:00,1 hour 30 mins,90,Medium
2024-11-23 16:40:00,1 hour 30 mins,90,Medium
2024-11-23 16:50:00,1 hour 30 mins,90,Medium
2024-11-23 17:00:00,1 hour 30 mins,90,Medium
2024-11-23 17:10:00,1 hour 30 mins,90,Medium
2024-11-23 17:20:00,1 hour 30 mins,90,Medium
2024-11-23 17:30:00,1 hour 30 mins,90,Medium
2024-11-23 17:40:00,1 hour 30 mins,90,Medium
2024-11-23 17:50:00,1 hour 29 mins,89,Medium
2024-11-23 18:00:00,1 hour 29 mins,89,Medium
2024-11-23 18:10:00,1 hour 29 mins,89,Medium
2024-11-23 18:20:00,1 hour 29 mins,89,Medium
2024-11-23 18:30:00,1 hour 29 mins,89,Medium
2024-11-23 18:40:00,1 hour 29 mins,89,Medium
2024-11-23 18:50:00,1 hour 29 mins,89,Medium
2024-11-23 19:00:00,1 hour 30 mins,90,Medium
2024-11-23 19:10:00,1 hour 30 mins,90,Medium
2024-11-23 19:20:00,1 hour 30 mins,90,Medium
2024-11-23 19:30:00,1 hour 31 mins,91,Medium
2024-11-23 19:40:00,1 hour 30 mins,90,Medium
2024-11-23 19:50:00,1 hour 30 mins,90,Medium
2024-11-23 20:00:00,1 hour 30 mins,90,Medium
2024-11-23 20:10:00,1 hour 29 mins,89,Medium
2024-11-23 20:20:00,1 hour 29 mins,89,Medium
2024-11-23 20:30:00,1 hour 28 mins,88,Low
2024-11-23 20:40:00,1 hour 27 mins,87,Low
2024-11-23 20:50:00,1 hour 27 mins,87,Low
2024-11-23 21:00:00,1 hour 27 mins,87,Low
2024-11-23 21:10:00,1 hour 27 mins,87,Low
2024-11-23 21:20:00,1 hour 27 mins,87,Low
2024-11-23 21:30:00,1 hour 27 mins,87,Low
2024-11-23 21:40:00,1 hour 28 mins,88,Low
2024-11-23 21:50:00,1 hour 28 mins,88,Low
2024-11-23 22:00:00,1 hour 28 mins,88,Low
2024-11-23 22:10:00,1 hour 27 mins,87,Low
2024-11-23 22:20:00,1 hour 27 mins,87,Low
2024-11-23 22:30:00,1 hour 27 mins,87,Low
2024-11-23 22:40:00,1 hour 27 mins,87,Low
2024-11-23 22:50:00,1 hour 27 mins,87,Low
2024-11-23 23:00:00,1 hour 27 mins,87,Low
2024-11-23 23:10:00,1 hour 27 mins,87,Low
2024-11-23 23:20:00,1 hour 25 mins,85,Low
2024-11-23 23:30:00,1 hour 24 mins,84,Low
2024-11-23 23:40:00,1 hour 24 mins,84,Low
2024-11-23 23:50:00,1 hour 25 mins,85,Low
2024-11-24 00:00:00,1 hour 25 mins,85,Low
