State,Mean_Time,Mean_Duration,Time_Variance,Duration_Variance,Weight
1,7.307848723609314,94.7433375704897,0.5567535001585607,5.670015463796537,0.09862372668071805
2,20.400956162208647,88.1156074223879,4.170711419824356,2.1444708100863483,0.2924283098242244
3,1.6800832561382086,87.068103718432,1.073769721184282,0.028816077767906848,0.1461888111926161
4,12.363411003419895,92.80912235050835,7.797773398942836,4.36883325775575,0.36843356796552335
5,4.552500396341328,85.65620848221809,0.4317742591686841,0.24423736523107742,0.09432558433691812
