Component,Mean_Minutes,Variance,Weight
1,91.05413653962565,3.453153605700332,0.4220171681489674
2,86.68489224561813,0.5214601579209104,0.3919758665774374
3,95.20393563244758,2.9496528202296664,0.18600696527359523
